customerid,total_purchase,count_orders,tot_items,first_purchase_date,last_purchase_date,num_unique_products,avg_order_val,avg_items_per_order,product_diversity_ratio,max_order_val,min_order_val,std_order_val,days_since_last_purchase,days_since_first_purchase,purchase_span,avg_days_between_orders,total_cancellation_count,total_cancellation_amnt,total_cancelled_qty,last_cancel_date,days_since_last_cancellation,cancellation_rate,order_completion_rate,return_purchase_ratio,per_day_purchase_amnt,activity_gap,churn,high_value_customer,high_future_cancellation,cluster_label,cluster_name,if_label,if_score,lof_label,lof_score
12397,1214.81,1,704,2011-07-27 14:21:00,2011-07-27 14:21:00,70,1214.81,704.0,0.0994318181818181,1214.81,1214.81,0.0,43,43,0,0.0,0.0,0.0,0.0,,43.0,0.0,1.0,0.0,28.251395348837207,0,0,0,0,0,One-Time Churners,0,0.07882682499762256,0,-1.123595386681282
12399,1108.65,4,1178,2011-03-23 09:42:00,2011-08-12 13:15:00,47,277.1625,294.5,0.0398981324278438,480.9,130.08,150.35819196727084,27,170,142,47.333333333333336,0.0,0.0,0.0,,170.0,0.0,1.0,0.0,6.521470588235295,0,1,0,0,1,Engaged Regulars,0,0.15539783052914086,0,-0.98344850000687
12401,84.3,1,11,2011-02-09 13:50:00,2011-02-09 13:50:00,5,84.3,11.0,0.4545454545454545,84.3,84.3,0.0,211,211,0,0.0,0.0,0.0,0.0,,211.0,0.0,1.0,0.0,0.3995260663507108,0,1,0,0,0,One-Time Churners,0,0.06969532002762968,0,-1.166021971448218
12402,225.6,1,94,2011-01-20 13:49:00,2011-01-20 13:49:00,11,225.6,94.0,0.1170212765957446,225.6,225.6,0.0,231,231,0,0.0,0.0,0.0,0.0,,231.0,0.0,1.0,0.0,0.9766233766233766,0,1,0,0,0,One-Time Churners,0,0.14883999941442677,0,-0.9815721854843276
12405,1710.39,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00,54,1710.39,857.0,0.0630105017502917,1710.39,1710.39,0.0,57,57,0,0.0,0.0,0.0,0.0,,57.0,0.0,1.0,0.0,30.00684210526316,0,1,0,0,0,One-Time Churners,0,0.07708660823349106,0,-1.1852785645692339
12406,1621.25,1,793,2011-06-09 10:23:00,2011-06-09 10:23:00,48,1621.25,793.0,0.0605296343001261,1621.25,1621.25,0.0,92,92,0,0.0,1.0,134.55,9.0,2011-08-09 09:41:00,31.0,0.5,0.5,0.0113493064312736,17.622282608695652,0,0,1,0,0,One-Time Churners,0,0.0495385859932469,0,-1.4113049805480742
12407,1407.36,4,1237,2011-03-20 13:21:00,2011-07-28 16:28:00,50,351.84000000000003,309.25,0.0404203718674211,719.06,192.34,246.84990203225385,42,172,130,43.333333333333336,0.0,0.0,0.0,,172.0,0.0,1.0,0.0,8.18232558139535,0,0,0,0,1,Engaged Regulars,0,0.1532230569152614,0,-0.9955851141622789
12408,2134.05,4,1044,2011-03-24 14:46:00,2011-09-02 10:27:00,67,533.5124999999999,261.0,0.0641762452107279,762.89,74.7,310.6519822754502,7,168,161,53.66666666666666,3.0,30.98,9.0,2011-06-29 15:38:00,71.0,0.4285714285714285,0.5714285714285714,0.0086206896551724,12.702678571428567,0,0,0,0,1,Engaged Regulars,0,0.12749632543434997,0,-0.9747652808267414
12409,6207.08,1,3142,2011-06-10 12:19:00,2011-06-10 12:19:00,64,6207.08,3142.0,0.0203691915977084,6207.08,6207.08,0.0,91,91,0,0.0,1.0,4.95,1.0,2011-08-14 14:33:00,25.0,0.5,0.5,0.0003182686187141,68.20967032967033,0,0,1,1,1,Engaged Regulars,0,0.019259905668520427,1,-1.9041162624372387
12410,693.3299999999999,2,211,2011-02-04 10:38:00,2011-02-04 10:39:00,26,346.665,105.5,0.1232227488151658,625.3299999999999,68.0,394.0918223586985,217,217,0,0.0,1.0,12.25,2.0,2011-02-11 15:47:00,209.0,0.3333333333333333,0.6666666666666666,0.0094786729857819,3.195069124423963,1,1,0,0,2,At-Risk Irregulars,0,0.06039989961956843,0,-1.0057877775349735
12412,890.74,2,599,2011-06-23 13:51:00,2011-07-25 11:17:00,34,445.37,299.5,0.0567612687813021,514.5,376.24,97.76458356685204,46,77,31,31.0,0.0,0.0,0.0,,77.0,0.0,1.0,0.0,11.568051948051949,0,0,0,0,1,Engaged Regulars,0,0.14392914089771186,0,-0.9739751204273652
12413,563.9,2,205,2011-01-06 16:12:00,2011-04-17 15:33:00,25,281.95,102.5,0.1219512195121951,479.25,84.65,279.0243358562117,144,245,100,100.0,2.0,63.95,4.0,2011-01-12 09:52:00,240.0,0.5,0.5,0.0195121951219512,2.3016326530612243,0,0,0,0,1,Engaged Regulars,0,0.05328799754291136,0,-1.0828852340960715
12414,562.41,3,300,2011-02-02 14:51:00,2011-05-06 14:51:00,16,187.47,100.0,0.0533333333333333,242.8,153.76,48.29698437790916,125,218,93,46.5,0.0,0.0,0.0,,218.0,0.0,1.0,0.0,2.5798623853211007,1,1,0,0,2,At-Risk Irregulars,0,0.08797941897585759,0,-0.9944680074599728
12415,102087.88,15,66701,2011-01-06 11:12:00,2011-09-01 13:51:00,382,6805.858666666667,4446.733333333334,0.0057270505689569,22775.93,61.2,8394.95299482192,7,246,238,17.0,3.0,752.35,307.0,2011-07-19 12:26:00,52.0,0.1666666666666666,0.8333333333333334,0.0046026296457324,414.9913821138212,0,0,1,0,1,Engaged Regulars,1,-0.0035358472482212022,1,-1.559632162200545
12417,2816.52,7,1229,2010-12-17 11:51:00,2011-08-25 10:26:00,132,402.36,175.57142857142858,0.1074043938161106,562.69,291.34,90.25258795920114,15,266,250,41.66666666666666,2.0,50.35,12.0,2011-03-10 11:19:00,183.0,0.2222222222222222,0.7777777777777778,0.0097640358014646,10.58842105263158,0,0,0,0,1,Engaged Regulars,0,0.1334247884570075,0,-1.029463745833601
12418,668.58,1,407,2011-08-19 11:08:00,2011-08-19 11:08:00,34,668.58,407.0,0.0835380835380835,668.58,668.58,0.0,21,21,0,0.0,0.0,0.0,0.0,,21.0,0.0,1.0,0.0,31.837142857142855,0,1,0,0,0,One-Time Churners,0,0.10781469283533424,0,-1.0088341109219914
12421,628.56,3,407,2011-01-24 15:09:00,2011-08-17 10:56:00,25,209.52,135.66666666666666,0.0614250614250614,239.35,157.45,45.25335015222631,23,227,204,102.0,1.0,0.77,1.0,2011-06-19 14:05:00,81.0,0.25,0.75,0.0024570024570024,2.768986784140969,0,0,0,0,1,Engaged Regulars,0,0.12723347330774304,0,-1.0254534656778342
12422,803.5600000000001,3,370,2011-01-19 09:13:00,2011-09-05 09:48:00,39,267.8533333333333,123.33333333333331,0.1054054054054054,417.36,147.7,137.20547559530317,4,233,229,114.5,0.0,0.0,0.0,,233.0,0.0,1.0,0.0,3.448755364806867,0,1,0,0,1,Engaged Regulars,0,0.11491658890348244,0,-1.0188447761315476
12423,1650.67,7,1136,2010-12-21 10:54:00,2011-08-31 08:55:00,86,235.81,162.28571428571428,0.0757042253521126,347.35,84.92,89.86130016122995,9,262,252,42.0,1.0,10.2,12.0,2011-09-02 12:00:00,7.0,0.125,0.875,0.0105633802816901,6.300267175572519,0,0,0,0,1,Engaged Regulars,0,0.14333971343813556,0,-0.9954407664168441
12424,1760.96,2,740,2011-06-30 12:06:00,2011-06-30 12:06:00,30,880.48,370.0,0.0405405405405405,1466.3200000000002,294.64000000000004,828.5028733806541,71,71,0,0.0,0.0,0.0,0.0,,71.0,0.0,1.0,0.0,24.80225352112676,1,1,0,0,2,At-Risk Irregulars,0,0.049348458938590745,0,-1.1209032916906403
12426,582.73,1,258,2011-05-29 12:26:00,2011-05-29 12:26:00,30,582.73,258.0,0.1162790697674418,582.73,582.73,0.0,103,103,0,0.0,0.0,0.0,0.0,,103.0,0.0,1.0,0.0,5.657572815533981,0,1,0,0,0,One-Time Churners,0,0.13822178199430157,0,-1.0061381531153994
12427,303.5,1,79,2010-12-03 10:44:00,2010-12-03 10:44:00,10,303.5,79.0,0.1265822784810126,303.5,303.5,0.0,280,280,0,0.0,1.0,56.95,9.0,2010-12-23 10:20:00,260.0,0.5,0.5,0.1139240506329113,1.0839285714285714,0,0,0,0,0,One-Time Churners,0,0.03115559648151567,0,-1.0624576587250092
12428,7548.12,8,3386,2011-03-01 09:33:00,2011-08-11 12:58:00,252,943.515,423.25,0.0744240992321323,2474.62,373.72,798.9011483817721,28,192,163,23.285714285714285,3.0,79.26,33.0,2011-08-23 10:42:00,17.0,0.2727272727272727,0.7272727272727273,0.0097460129946839,39.313125,0,0,0,0,1,Engaged Regulars,0,0.0803285899611002,0,-1.0459303448043002
12429,2844.88,3,1045,2010-12-09 12:05:00,2011-06-20 12:14:00,62,948.2933333333334,348.3333333333333,0.0593301435406698,1281.5,437.98,448.78344012823527,81,274,193,96.5,0.0,0.0,0.0,,274.0,0.0,1.0,0.0,10.382773722627736,0,0,0,0,1,Engaged Regulars,0,0.11173676908531921,0,-1.0707526936041294
12431,4807.07,11,2098,2010-12-01 10:03:00,2011-08-12 14:19:00,134,437.0063636363636,190.72727272727272,0.0638703527168732,640.1,118.8,141.03781062344433,27,282,254,25.4,3.0,71.06,50.0,2011-07-26 10:15:00,45.0,0.2142857142857142,0.7857142857142857,0.0238322211630123,17.046347517730496,0,0,1,0,1,Engaged Regulars,0,0.13553423925200297,0,-0.958915693139447
12432,4016.66,3,1427,2011-06-20 13:27:00,2011-06-22 13:12:00,75,1338.8866666666663,475.6666666666667,0.0525578135949544,2862.06,454.6,1324.8011332020114,78,80,1,0.5,0.0,0.0,0.0,,80.0,0.0,1.0,0.0,50.20825,1,0,0,0,2,At-Risk Irregulars,0,0.03319913999084012,0,-1.2268182157182441
12433,3787.12,2,3582,2010-12-01 13:24:00,2010-12-08 16:49:00,79,1893.56,1791.0,0.0220547180346175,1919.14,1867.98,36.17558292550367,274,281,7,7.0,0.0,0.0,0.0,,281.0,0.0,1.0,0.0,13.47729537366548,1,0,1,0,2,At-Risk Irregulars,1,-0.017761773573938933,1,-1.4879615872138499
12434,286.25,1,77,2011-03-24 13:05:00,2011-03-24 13:05:00,16,286.25,77.0,0.2077922077922078,286.25,286.25,0.0,168,168,0,0.0,2.0,40.95,21.0,2011-04-04 09:57:00,158.0,0.6666666666666666,0.3333333333333333,0.2727272727272727,1.7038690476190477,0,0,0,0,0,One-Time Churners,0,0.0008006339127836215,1,-1.4837483359213337
12435,3978.99,1,879,2011-03-17 07:40:00,2011-03-17 07:40:00,19,3978.99,879.0,0.0216154721274175,3978.99,3978.99,0.0,176,176,0,0.0,0.0,0.0,0.0,,176.0,0.0,1.0,0.0,22.60789772727273,0,0,1,0,0,One-Time Churners,0,0.08170081293261205,1,-1.5219476348429581
12436,509.01,1,211,2011-09-01 12:09:00,2011-09-01 12:09:00,16,509.01,211.0,0.0758293838862559,509.01,509.01,0.0,8,8,0,0.0,0.0,0.0,0.0,,8.0,0.0,1.0,0.0,63.62625,0,1,0,0,0,One-Time Churners,0,0.10390408299248444,0,-1.0166613229564647
12437,2811.41,11,1797,2011-01-12 14:13:00,2011-09-02 13:15:00,63,255.58272727272723,163.36363636363637,0.0350584307178631,501.64,65.1,136.6898484958491,6,239,232,23.2,1.0,54.75,5.0,2011-01-31 13:28:00,220.0,0.0833333333333333,0.9166666666666666,0.0027824151363383,11.763221757322174,0,0,1,0,1,Engaged Regulars,0,0.11065454887506698,0,-0.9944153857992564
12438,890.0699999999999,1,586,2011-07-22 13:29:00,2011-07-22 13:29:00,49,890.0699999999999,586.0,0.083617747440273,890.0699999999999,890.0699999999999,0.0,48,48,0,0.0,0.0,0.0,0.0,,48.0,0.0,1.0,0.0,18.543125,0,0,1,0,0,One-Time Churners,0,0.09736615802218002,0,-1.0808042069869095
12441,173.55,1,121,2010-12-08 10:45:00,2010-12-08 10:45:00,11,173.55,121.0,0.0909090909090909,173.55,173.55,0.0,275,275,0,0.0,0.0,0.0,0.0,,275.0,0.0,1.0,0.0,0.6310909090909091,0,1,0,0,0,One-Time Churners,0,0.11696045933026478,0,-0.9701459785035148
12444,2627.27,2,650,2011-06-21 14:00:00,2011-08-10 08:41:00,96,1313.635,325.0,0.1476923076923077,1870.2,757.0699999999999,787.1017713421818,30,79,49,49.0,0.0,0.0,0.0,,79.0,0.0,1.0,0.0,33.25658227848101,0,0,1,0,1,Engaged Regulars,0,0.1195044842079756,0,-1.212963820509637
12447,476.49,1,190,2011-04-10 13:25:00,2011-04-10 13:25:00,26,476.49,190.0,0.1368421052631579,476.49,476.49,0.0,151,151,0,0.0,0.0,0.0,0.0,,151.0,0.0,1.0,0.0,3.1555629139072847,0,1,0,0,0,One-Time Churners,0,0.1577676670260154,0,-1.0689192963232357
12449,2724.58,3,1029,2011-06-05 15:37:00,2011-09-09 09:13:00,84,908.1933333333332,343.0,0.0816326530612244,1087.7,777.95,160.64377558229054,0,95,95,47.5,0.0,0.0,0.0,,95.0,0.0,1.0,0.0,28.67978947368421,0,0,1,0,1,Engaged Regulars,0,0.13253782340251402,0,-1.14902239506843
12450,197.88,2,128,2011-06-19 14:36:00,2011-07-06 14:41:00,7,98.94,64.0,0.0546875,101.88,96.0,4.157787873376896,64,81,17,17.0,0.0,0.0,0.0,,81.0,0.0,1.0,0.0,2.442962962962963,1,1,0,0,2,At-Risk Irregulars,0,0.06741276247599332,0,-1.1299985725398285
12451,5307.82,2,4105,2011-01-19 09:05:00,2011-05-05 17:34:00,162,2653.91,2052.5,0.0394640682095006,2919.51,2388.31,375.61512216629393,126,233,106,106.0,1.0,102.0,120.0,2011-07-15 15:22:00,55.0,0.3333333333333333,0.6666666666666666,0.0292326431181485,22.780343347639484,0,0,1,0,1,Engaged Regulars,0,0.056549756156455355,0,-1.4111060319818785
12453,707.09,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00,43,707.09,473.0,0.0909090909090909,707.09,707.09,0.0,42,42,0,0.0,0.0,0.0,0.0,,42.0,0.0,1.0,0.0,16.835476190476193,0,1,0,0,0,One-Time Churners,0,0.10784075499651763,0,-1.0139054362876863
12455,2176.36,5,1766,2011-02-16 09:56:00,2011-08-04 11:07:00,67,435.2720000000001,353.2,0.0379388448471121,1683.9,15.0,704.025021515571,36,205,169,42.25,0.0,0.0,0.0,,205.0,0.0,1.0,0.0,10.61639024390244,0,0,0,0,1,Engaged Regulars,0,0.13534517228199305,0,-0.9985057219720883
12456,2265.4,2,1073,2011-03-30 09:12:00,2011-07-31 15:25:00,77,1132.7,536.5,0.0717614165890028,1325.23,940.17,272.278537163692,39,163,123,123.0,1.0,27.15,17.0,2011-08-23 11:02:00,17.0,0.3333333333333333,0.6666666666666666,0.015843429636533,13.898159509202454,0,0,0,0,1,Engaged Regulars,0,0.05671919916859186,0,-1.1315058256149384
12457,1067.25,3,397,2011-04-14 18:57:00,2011-04-20 10:10:00,23,355.75,132.33333333333334,0.0579345088161209,669.25,179.0,272.2346184819264,142,147,5,2.5,3.0,234.65,111.0,2011-08-02 16:23:00,37.0,0.5,0.5,0.2795969773299748,7.260204081632653,1,0,1,0,2,At-Risk Irregulars,0,0.036842592990292244,0,-1.33214951004742
12458,441.92,1,270,2011-02-28 10:55:00,2011-02-28 10:55:00,19,441.92,270.0,0.0703703703703703,441.92,441.92,0.0,193,193,0,0.0,0.0,0.0,0.0,,193.0,0.0,1.0,0.0,2.289740932642488,0,0,0,0,0,One-Time Churners,0,0.14672603372647608,0,-1.04454246266975
12461,826.88,2,287,2011-07-08 10:23:00,2011-09-06 16:57:00,35,413.44,143.5,0.1219512195121951,626.88,200.0,301.8497427529134,2,63,60,60.0,0.0,0.0,0.0,,63.0,0.0,1.0,0.0,13.125079365079364,0,1,0,0,1,Engaged Regulars,0,0.15162582251725765,0,-1.1139316485493758
12462,762.11,1,287,2011-02-09 14:44:00,2011-02-09 14:44:00,40,762.11,287.0,0.1393728222996515,762.11,762.11,0.0,211,211,0,0.0,1.0,20.8,4.0,2011-02-18 12:21:00,203.0,0.5,0.5,0.0139372822299651,3.611895734597157,0,0,0,0,0,One-Time Churners,0,0.050665227969869386,0,-1.074416986008607
12463,985.79,3,577,2011-04-12 12:47:00,2011-06-17 14:28:00,51,328.59666666666664,192.33333333333331,0.0883882149046793,350.57,297.38,27.77361037627867,83,150,66,33.0,2.0,11.4,6.0,2011-05-24 17:30:00,107.0,0.4,0.6,0.0103986135181975,6.571933333333333,1,0,0,0,2,At-Risk Irregulars,0,0.06516028418464964,0,-0.9757837737728605
